bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,genre,description,book_type,popularity_level,target_age_group,mood,title_clean,title_lower,author_clean
81,Giving Good Weight,John McPhee,4.23,374516006,9780370000000.0,English,288,542.0,36,01-04-1994,Farrar  Straus and Giroux,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy,Giving Good Weight,giving good weight,johnmcphee
83,Rising from the Plains,John McPhee,4.23,374520658,9780370000000.0,English,208,1341.0,98,01-11-1987,Farrar  Straus and Giroux,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy,Rising from the Plains,rising from the plains,johnmcphee
85,The Heidi Chronicles,Wendy Wasserstein,3.75,822205106,9780820000000.0,English,81,1423.0,70,01-03-2002,Dramatists Play Service,Fantasy,"Set in a world where unusual powers and hidden forces shape everyday life, the story follows characters who move between danger and wonder. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy,The Heidi Chronicles,the heidi chronicles,wendywasserstein
86,The Heidi Chronicles: Uncommon Women and Others & Isn't It Romantic,Wendy Wasserstein,3.84,679734996,9780680000000.0,English,249,2766.0,64,02-07-1991,Vintage,Fantasy,"Set in a world where unusual powers and hidden forces shape everyday life, the story follows characters who move between danger and wonder. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy,The Heidi Chronicles: Uncommon Women and Others & Isn't It Romantic,the heidi chronicles: uncommon women and others & isn't it romantic,wendywasserstein
89,Active Literacy Across the Curriculum: Strategies for Reading  Writing  Speaking  and Listening,Heidi Hayes Jacobs,3.94,1596670231,9781600000000.0,English,138,31.0,1,29-03-2006,Routledge,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,Active Literacy Across the Curriculum: Strategies for Reading  Writing  Speaking  and Listening,active literacy across the curriculum: strategies for reading  writing  speaking  and listening,heidihayesjacobs
90,Simply Beautiful Beaded Jewelry,Heidi Boyd,3.77,1581807740,9781580000000.0,English (US),128,62.0,4,14-03-2006,North Light Books,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,Simply Beautiful Beaded Jewelry,simply beautiful beaded jewelry,heidiboyd
91,Always Enough: God's Miraculous Provision Among the Poorest Children on Earth,Heidi Baker,4.46,800793617,9780800000000.0,English,192,860.0,53,01-09-2003,Chosen Books,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy,Always Enough: God's Miraculous Provision Among the Poorest Children on Earth,always enough: god's miraculous provision among the poorest children on earth,heidibaker
92,Mapping the Big Picture: Integrating Curriculum & Assessment K-12,Heidi Hayes Jacobs,3.68,871202867,9780870000000.0,English (US),108,77.0,2,28-01-1997,Association for Supervision & Curriculum Development,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,Mapping the Big Picture: Integrating Curriculum & Assessment K-12,mapping the big picture: integrating curriculum & assessment k-12,heidihayesjacobs
93,Heidi (Heidi  #1-2),Johanna Spyri,3.99,753454947,9780750000000.0,English,352,153317.0,2257,15-11-2002,Kingfisher,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy,Heidi (Heidi  #1-2),heidi (heidi  #1-2),johannaspyri
94,Getting Results with Curriculum Mapping,Heidi Hayes Jacobs,3.25,871209993,9780870000000.0,English,192,55.0,5,15-11-2004,ASCD,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,Getting Results with Curriculum Mapping,getting results with curriculum mapping,heidihayesjacobs
96,There's Always Enough: The Miraculous Move of God in Mozambique,Rolland Baker,4.46,1852402873,9781850000000.0,English,192,34.0,6,28-04-2003,Sovereign World,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,There's Always Enough: The Miraculous Move of God in Mozambique,there's always enough: the miraculous move of god in mozambique,rollandbaker
